Project Code,Title,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
P-SS-HZ0-001,South Sudan  - Regional Development Finance Institutions (African Trade Insurance Agency (ATI) and Eastern and Southern African Trade and Development Bank (TDB)) – Country Membership Programme ,"13,379,999.72",South Sudan,12 Apr 2017,Completion,African Development Fund,Finance,Sovereign
P-ET-E00-014,"Ethiopia - Support to the One Water, Sanitation and Hygiene National Program (OWNP) - additional financing","2,280,000.00",Ethiopia,30 Mar 2017,Completion,African Development Fund,Water Supply & Sanitation,Sovereign
P-TZ-KF0-006,Tanzania - Institutional Support Project for Domestic Resources Mobilization and Natural Resources Governance,"19,580,000.00","Tanzania, United Republic of",30 Mar 2017,Implementation,,Multi-Sector,Sovereign
P-BJ-AAD-004,Benin - Community Forest Management Support Project - Phase II (PAGEFCOM-II),"5,631,927.43",Benin,30 Mar 2017,Implementation,,Agriculture and Rural Development,Sovereign
P-CD-KF0-010,Democratic Republic of Congo - Support Project for Consolidation of the Economic Fabric (PACTE),"4,190,000.00","Congo, the Democratic Republic of the",30 Mar 2017,Completion,African Development Fund,Multi-Sector,Sovereign
P-GM-KF0-002,Gambia - Inclusive Growth Promotion Institutional Support Project,"3,665,000.00",Gambia,30 Mar 2017,Implementation,African Development Fund,Multi-Sector,Sovereign
,,,,,,,,
P-SS-KF0-004,South Sudan - Non-Oil Revenue Mobilisation and Accountability in South Sudan Project (NORMA-SS),"10,650,000.00",South Sudan,30 Mar 2017,Implementation,African Development Fund,Multi-Sector,Sovereign
P-NG-A00-008,Nigeria - Plateau State Potato Value Chain Support Project (PS-PVCP),"8,000,000.00",Nigeria,30 Mar 2017,Implementation,,Agriculture and Rural Development,Sovereign
P-RW-FA0-015,Rwanda - Scaling-Up Energy Access Project (SEAP),"2,218,582.70",Rwanda,30 Mar 2017,Completion,African Development Fund,Power,Sovereign
P-CI-K00-011,Côte d'Ivoire - Economic and Financial Management Support Project (PAGEF),"16,402,628.00",Côte d'Ivoire,30 Mar 2017,Implementation,African Development Fund,Multi-Sector,Sovereign
P-GH-EA0-008,Ghana - Greater Accra Sustainable Sanitation and Livelihoods Improvement Project,"35,950,000.00",Ghana,29 Mar 2017,Implementation,African Development Fund,Water Supply & Sanitation,Sovereign
P-Z1-DB0-107,Multinational - Kapchorwa-Suam-Kitale and Eldoret Bypass Roads Project (Uganda),"70,682,630.98",Multinational,29 Mar 2017,Implementation,,Transport,Sovereign
P-SN-D00-005,Senegal - Cities Modernisation Programme – Phase 1 (Promovilles-1),"92,393,719.75",Senegal,29 Mar 2017,Implementation,,Transport,Sovereign
P-Z1-DB0-183,Multinational - Kapchorwa-Suam-Kitale and Eldoret Bypass Roads Project (Kenya),"97,712,242.70",Multinational,29 Mar 2017,Implementation,,Transport,Sovereign
P-Z1-KZ0-035,Multinational - ECCAS Institutional Capacity Building Support Project,"2,000,000.00",Multinational,29 Mar 2017,Implementation,Transition Support Facility,Multi-Sector,Sovereign
P-Z1-KF0-052,Multinational - CAFRAD Transformation Support Project (PAT-CAFRAD),"479,000.00",Multinational,29 Mar 2017,Completion,Middle Income Countries Fund,Multi-Sector,Sovereign
P-Z1-HAA-085,Multinational - African Export-Import Bank (Afreximbank) Trade Finance Package - Line of Credit,"209,970,814.06",Multinational,29 Mar 2017,Completion,African Development Bank,Finance,Non Sovereign
P-GM-A00-005,Gambia - Project Preparative Facility (PPF) for Formulation of Agriculture Transformation Program,"934,763.00",Gambia,24 Mar 2017,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-CF-K00-006,Central African Republic - Economic and Financial Reform Support Programme,"12,280,000.00",Central African Republic,21 Mar 2017,Completion,African Development Fund,Multi-Sector,Sovereign
P-GM-E00-006,Gambia - Rural Water Supply and Sanitation Project,"408,303.25",Gambia,15 Mar 2017,Completion,Rural Water Supply & Sanitation,Water Supply & Sanitation,Sovereign
P-GN-HAA-001,Guinea - Financial Sector Modernization Support Project (PAMSFI),"2,400,000.00",Guinea,15 Mar 2017,Implementation,,Finance,Sovereign
G-Z1-KZ0-ZZZ-053,Multinational - Souk At-Tanmia III,"1,996,849.36",Multinational,10 Mar 2017,Completion,Multi donor Trust Fund for Countries in Transition,Multi-Sector,Sovereign
P-ML-KA0-005,Mali - National Land Use Plan,"1,000,000.00",Mali,28 Feb 2017,Implementation,,Multi-Sector,Sovereign
P-SL-E00-007,Sierra Leone - Three Towns Water Supply and Sanitation Project,"669,426.54",Sierra Leone,22 Feb 2017,Completion,,Water Supply & Sanitation,Sovereign
P-BF-AAD-006,Burkina Faso - Cashew Development Support Project in Comoé Basin for REDD+,"1,000,000.00",Burkina Faso,16 Feb 2017,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
P-GA-C00-001,Gabon - Technical Support to the National Environmental Assessment Programme for Industrial Sites and Environmental Services (PESISE),"899,209.61",Gabon,14 Feb 2017,Completion,Middle Income Countries Fund,Environment,Sovereign
,,,,,,,,
P-Z1-KE0-016,Multinational - Intergovernmental Agency on Development (IGAD) Regional Infrastructure Master Plan (IRIMP) Project,"2,500,000.00",Multinational,13 Feb 2017,Completion,African Development Fund,Multi-Sector,Sovereign
P-GA-A00-004,Gabon - Technical Support for the Agricultural Transformation Strategy and Promotion of Youth Entrepreneurship in the Agricultural Sector and Agribusiness,"991,095.00",Gabon,10 Feb 2017,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
P-GA-A00-005,Gabon - Technical Support to the Green Gabon Initiative for the Preparation of the Graine Programme – Phase II Project,"993,878.00",Gabon,10 Feb 2017,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
P-Z1-K00-119,Multinational - Transition Support Fund - ADF-14 Allocation,"711,150,000.00",Multinational,08 Feb 2017,Completion,African Development Fund,Multi-Sector,Sovereign
P-ST-H00-002,São Tomé and Principe - Payments System Infrastructure and Financial Inclusion Project,"3,900,000.00",Sao Tome and Principe,03 Feb 2017,Implementation,African Development Fund,Finance,Sovereign
P-BI-DB0-020,Burundi - Nyakararo-Mwaro-Gitega Road (RN18) Upgrade and Asphalting Project/Phase II – Kibumbu-Gitega (Mweya) - (24 km),"13,800,000.00",Burundi,01 Feb 2017,Implementation,,Transport,Sovereign
P-LR-K00-014,Liberia - Integrated Public Financial Management Reform Project – Phase II,"6,263,000.00",Liberia,30 Jan 2017,Implementation,African Development Fund,Multi-Sector,Sovereign
P-KE-HAB-008,Kenya - Commercial Bank of Africa Limited,"18,763,838.33",Kenya,25 Jan 2017,Implementation,African Development Bank,Finance,Non Sovereign
P-KE-HAB-025,Kenya - Commercial Bank of Africa Limited,"27,999,440.01",Kenya,25 Jan 2017,Completion,African Development Bank,Finance,Non Sovereign
P-ER-AAZ-002,Eritrea - Drought Resilience and Sustainable Livelihoods Program,"5,310,000.00",Eritrea,24 Jan 2017,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-NG-KF0-003,Nigeria - Sub-National Debt Management Capacity Building Project (SUBDMO),"795,789.00",Nigeria,24 Jan 2017,Completion,Middle Income Countries Fund,Multi-Sector,Sovereign
P-ZW-KF0-008,Zimbabwe - Institutional Support for State Enterprise Reform and Delivery Project,"3,000,000.00",Zimbabwe,24 Jan 2017,Completion,African Development Fund,Multi-Sector,Sovereign
P-GW-A00-003,Guinea Bissau - Rice Value Chain Development Project in the Bafata and Oio Regions,"4,215,000.00",Guinea-Bissau,23 Jan 2017,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
P-KM-DB0-005,Comoros - Road Network Rehabilitation Project,"15,165,000.00",Comoros,23 Jan 2017,Completion,African Development Fund,Transport,Sovereign
P-Z1-AAZ-048,Multinational - Meridian Consolidated Investments Limited,"8,306,395.23",Multinational,20 Jan 2017,Completion,African Development Bank,Agriculture and Rural Development,Non Sovereign
P-TZ-KZ0-001,Tanzania - Humanitarian Emergency Assistance to mitigate the effects of the 2016 Earthquake in Kagera Region,"737,001.14","Tanzania, United Republic of",12 Jan 2017,Completion,Special Relief Funds,Multi-Sector,Sovereign
P-GA-KA0-005,Gabon - Economic and Financial Reform Support Programme,"163,878,009.21",Gabon,11 Jan 2017,Completion,African Development Bank,Multi-Sector,Sovereign
P-Z1-FZ0-009,Multinational - Feasibility Study on Business Opportunities for Women in a changing Energy Value Chain in West Africa,"701,961.28",Multinational,21 Dec 2016,Implementation,NEPAD Infrastructure Project Preparation Facility,Power,Sovereign
P-LS-KF0-002,Lesotho - Economic Diversification Support Project,"7,220,000.00",Lesotho,16 Dec 2016,Implementation,African Development Fund,Multi-Sector,Sovereign
P-SL-F00-007,Sierra Leone - Rehabilitation and Extension of Bo-Kenema Distribution System Project,"35,009,000.00",Sierra Leone,16 Dec 2016,Implementation,,Power,Sovereign
,,,,,,,,
P-SO-E00-002,Somalia - Improving Access to Water and Sanitation Services in Somalia,"7,589,000.00",Somalia,16 Dec 2016,Completion,African Development Fund,Water Supply & Sanitation,Sovereign
P-Z1-DB0-136,Multinational - Lomé-Cotonou Road Rehabilitation (Phase 2) and Coastal Protection (Benin-Togo) Project,"28,310,000.00",Multinational,16 Dec 2016,Implementation,,Transport,Sovereign
P-Z1-DB0-174,Multinational - Lomé-Cotonou Road Rehabilitation (Phase 2) and Coastal Protection (Benin-Togo) Project,"1,000,000.00",Multinational,16 Dec 2016,Implementation,,Transport,Sovereign
P-GH-KA0-006,Ghana - Public Financial Management and Private Sector Competitiveness Support Programme - Phase II,"35,000,000.00",Ghana,16 Dec 2016,Completion,African Development Fund,Multi-Sector,Sovereign
P-ZW-FA0-004,Zimbabwe - Alaska – Karoi Power Transmission Reinforcement Project,"13,540,000.00",Zimbabwe,16 Dec 2016,Implementation,,Power,Sovereign
P-CI-D00-004,Cote d’Ivoire - Abidjan Urban Transport Project,"191,930,700.67",Côte d'Ivoire,16 Dec 2016,Implementation,,Transport,Sovereign
P-TZ-KA0-002,Tanzania - Power Sector Reform and Governance Support Programme Phases II and III,"50,000,000.00","Tanzania, United Republic of",15 Dec 2016,Completion,African Development Fund,Multi-Sector,Sovereign
P-UG-FAB-007,Uganda - Achwa II Hydropower Plant,"14,091,442.14",Uganda,14 Dec 2016,Implementation,African Development Bank,Power,Non Sovereign
P-ML-KA0-004,Mali - Economic Governance Reform Support Programme - Phase II,"23,150,600.00",Mali,14 Dec 2016,Completion,African Development Fund,Multi-Sector,Sovereign
P-ET-D00-009,Ethiopia - Corporate Loan to Ethiopian Airlines,"23,470,766.43",Ethiopia,14 Dec 2016,Completion,African Development Bank,Transport,Non Sovereign
P-NG-AAG-007,Nigeria - Enable Youth Project,"173,845,319.39",Nigeria,14 Dec 2016,Cancelled,African Development Bank,Agriculture and Rural Development,Sovereign
P-NG-I00-001,Nigeria - Inclusive Basic Service Delivery and Livelihood Empowerment Integrated Program – Rebuilding the North East for Shared Prosperity,"188,957,202.26",Nigeria,14 Dec 2016,Implementation,,Social,Sovereign
P-ZM-IAD-002,Zambia - Education for Sustainable Development in Mineral Resources Management Project at the University of Zambia,"1,209,760.15",Zambia,14 Dec 2016,Completion,,Social,Sovereign
P-LS-FA0-003,Lesotho - Urban Distribution Rehabilitation and Transmission Expansion Project,"7,780,000.00",Lesotho,14 Dec 2016,Implementation,African Development Fund,Power,Sovereign
P-ET-D00-005,Ethiopia – Corporate Loan to Ethiopian Airlines,"95,532,095.04",Ethiopia,14 Dec 2016,Completion,African Development Bank,Transport,Non Sovereign
P-Z1-F00-117,Multinational - Facility for Energy Inclusion (FEI),"22,516,606.00",Multinational,13 Dec 2016,Implementation,African Development Bank,Power,Non Sovereign
P-Z1-F00-063,Multinational - Facility for Energy Inclusion (FEI),"15,011,070.67",Multinational,13 Dec 2016,Implementation,African Development Bank,Power,Non Sovereign
P-TZ-AA0-025,Tanzania - Tanzania Agricultural Development Bank,"67,270,000.00","Tanzania, United Republic of",13 Dec 2016,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-EG-K00-010,Egypt - Economic Governance and Energy Support Program II ,"375,276,766.62",Egypt,13 Dec 2016,Completion,African Development Bank,Multi-Sector,Sovereign
P-MA-AAC-016,Morocco - National Irrigation Water Saving Programme Support Programme – Phase II,"66,964,516.57",Morocco,13 Dec 2016,Implementation,,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-LR-F00-004,Liberia - Liberia Energy Efficiency and Access Project (LEEAP),"20,680,000.00",Liberia,12 Dec 2016,Implementation,,Power,Sovereign
P-Z1-D00-020,Multinational - Rosso Bridge Construction Project,"7,500,000.00",Multinational,09 Dec 2016,Implementation,,Transport,Sovereign
P-MZ-D00-007,Mozambique - Mueda-Negomano Road Project - Phase I,"53,520,000.00",Mozambique,09 Dec 2016,Implementation,,Transport,Sovereign
P-GA-IAE-002,Gabon - Capacity Building for Youth Employability and Social Protection Improvement Project,"69,344,979.60",Gabon,09 Dec 2016,Implementation,,Social,Sovereign
P-NE-F00-004,"Niger - Rural, Semi-Urban and Urban Electrification Project","51,720,000.00",Niger,09 Dec 2016,Implementation,,Power,Sovereign
P-CD-AB0-006,Democratic Republic of Congo - Youth Entrepreneurship in Agriculture and Agri-Business Project,"40,000,000.00","Congo, the Democratic Republic of the",09 Dec 2016,Implementation,,Agriculture and Rural Development,Sovereign
P-Z1-D00-037,Multinational - Rosso Bridge Construction Project,"25,000,000.00",Multinational,09 Dec 2016,Implementation,,Transport,Sovereign
P-Z1-GB0-024,Multinational - Trans-Sahara Optical Fibre Backbone Project,"34,818,000.00",Multinational,09 Dec 2016,Implementation,,Communications,Sovereign
P-MW-IA0-005,Malawi - Jobs for Youth Project,"8,769,380.50",Malawi,07 Dec 2016,Completion,,Social,Sovereign
P-CD-FA0-011,Democratic Republic of Congo - Power Sector Improvement and Governance Support Project ,"96,100,000.00","Congo, the Democratic Republic of the",07 Dec 2016,Implementation,African Development Fund,Power,Sovereign
P-ET-D00-007,Ethiopia - Integrated Transport Program - Phase I (Jimma-Chida and Sodo-Sawla Road Upgrading Project),"132,080,711.28",Ethiopia,07 Dec 2016,Implementation,,Transport,Sovereign
P-Z1-HAA-084,Multinational - Eastern and Southern Africa Development Bank - Line of Credit (LoC) V,"135,099,635.98",Multinational,07 Dec 2016,Implementation,African Development Bank,Finance,Non Sovereign
P-BW-HB0-004,Botswana - Middle Income Countries Technical Assistance Grant to Botswana Development Corporation (BDC),"223,843.00",Botswana,06 Dec 2016,Completion,Middle Income Countries Fund,Finance,Sovereign
P-Z1-F00-066,Multinational - Mozambique - Zambia 400KV Power Interconnector Project,"1,362,143.87",Multinational,06 Dec 2016,Implementation,NEPAD Infrastructure Project Preparation Facility,Power,Sovereign
P-SO-IZ0-007,Somalia - Financing of the Strengthening Institutions for Public Works Project,"5,500,000.00",Somalia,05 Dec 2016,Completion,,Social,Sovereign
P-CF-E00-009,"Central African Republic - First Sector Sub-Programme for Drinking Water and Sanitation in Bangui and Surrounding Rural Areas - Additional Project in Mambéré-Kadéï, Nana-Mambéré and Ouham Prefectures","3,968,185.65",Central African Republic,05 Dec 2016,Implementation,Rural Water Supply & Sanitation,Water Supply & Sanitation,Sovereign
P-DJ-KE0-001,Djibouti - Health Sector Skills Building Support Project,"6,307,000.00",Djibouti,05 Dec 2016,Implementation,,Multi-Sector,Sovereign
P-ML-IAZ-001,Mali - Socio-Economic Reintegration Support Project for the Population of Northern Mali,"10,000,000.00",Mali,30 Nov 2016,Implementation,,Social,Sovereign
